"seed","year","true_ssb","est_ssb","true_rec","est_rec","true_infection","est_infection","convergence","message"
34029,1,54030.9624720975,42350.8265458562,199.639633929524,126.472032968274,0.693869403442909,0,0,"relative convergence (4)"
34029,2,47154.8871668497,40284.9361142717,265.076269284434,196.670481547163,0.00766217449626448,0,0,"relative convergence (4)"
34029,3,41951.7468887099,35319.0503469279,24.7786762345358,20.6011111946341,0.00433686743897468,0,0,"relative convergence (4)"
34029,4,42259.680402055,33972.9726959397,50.5746464840649,36.2353720193503,0.179519314558404,0,0,"relative convergence (4)"
34029,5,45793.720008444,36144.9004209709,152.93115066045,99.5304257453224,0.66719843551107,0,0,"relative convergence (4)"
34029,6,40405.4668827046,35034.7156567975,738.853941617056,543.596088496428,0.13420493318626,0,0,"relative convergence (4)"
34029,7,35011.9189000202,30398.464699337,67.7858935407503,58.4200071392172,0.00680283776490653,0,0,"relative convergence (4)"
34029,8,36087.7576894223,29861.1309507544,37.0072766360892,35.5891878105184,0.0722049224604026,0,0,"relative convergence (4)"
34029,9,53970.8718042668,42256.9306806731,28.2406189802628,13.4220247637875,0.895643547092906,0,0,"relative convergence (4)"
34029,10,56452.1923875359,50363.46136289,23.5579049936356,19.8129692756362,0.81143155808728,0,0,"relative convergence (4)"
34029,11,45217.5713052595,44718.2256651704,40.091738512965,30.6051360509953,0.00179178993822348,0,0,"relative convergence (4)"
34029,12,38075.2720603632,37267.4535618214,115.983085062819,90.2434365649671,0.00133079278872567,0,0,"relative convergence (4)"
34029,13,31782.4450340377,30606.7867246618,103.399433523313,76.9348685882297,0.00166469536411815,0,0,"relative convergence (4)"
34029,14,27175.3008166361,25726.4096995774,362.883640298906,290.125722759052,0.00207607222807115,0,0,"relative convergence (4)"
34029,15,26147.2529975298,23896.8308210028,71.3287241333213,67.1345521542127,0.00495765673254939,0,0,"relative convergence (4)"
34029,16,28052.1152495644,24535.691235247,11.1013317422752,10.5219372144028,0.140382113503545,0,0,"relative convergence (4)"
34029,17,35478.1983390071,30361.901128003,9.9714971290127,8.58915631478844,0.749610989454448,0,0,"relative convergence (4)"
34029,18,35615.792164656,34184.3158126644,6.51291586262177,7.53509788824731,0.612397684072521,0,0,"relative convergence (4)"
34029,19,29170.0290035946,30380.120616261,17.2020329451483,15.5762588944679,0.00179268737029129,0,0,"relative convergence (4)"
34029,20,23999.2911678786,24946.3385637486,7.73790519706351,8.1701665937276,0.00128569099768956,0,0,"relative convergence (4)"
34029,21,19484.1582293144,20224.1014497223,57.1518877163167,54.2913965387502,0.002004912417649,0,0,"relative convergence (4)"
34029,22,15970.6148316207,16528.9470826841,33.1596623730107,26.4888603714548,0.00297327719221584,0,0,"relative convergence (4)"
34029,23,13382.218578358,13783.8488647996,92.9163054338793,85.034098474523,0.00223481604246949,0,0,"relative convergence (4)"
34029,24,12497.5640198402,12714.7075123588,27.9780805784084,22.2514455020627,0.00193620993910917,0,0,"relative convergence (4)"
34029,25,12655.4452033477,12535.8280918243,15.4630412597778,12.4892352384031,0.00207163423295363,0,0,"relative convergence (4)"
34029,26,13853.9791445194,13319.8779346794,8.84133655886684,8.09894918432068,0.00592754642357828,0,0,"relative convergence (4)"
34029,27,14443.0545689469,13622.0716327992,2.90540436639536,3.03397782420503,0.0578166511752906,0,0,"relative convergence (4)"
34029,28,12859.5460785557,12092.6207528198,33.8569031332019,27.7191236994082,0.0170590119689554,0,0,"relative convergence (4)"
34029,29,10921.3025900187,10234.9928116864,24.1636830197462,22.3705963075452,0.00701552055687711,0,0,"relative convergence (4)"
34029,30,9091.71912206178,8513.02398320723,402.463425633474,290.40022898619,0.154375588400595,0,0,"relative convergence (4)"
34029,31,8015.81948216756,7660.58665237281,321.808495555744,259.575846520496,0.00925790710583757,0,0,"relative convergence (4)"
34029,32,9294.9332720704,8427.16743266901,114.979392720309,99.6485678671897,0.00415295042643654,0,0,"relative convergence (4)"
34029,33,20817.674419879,16635.0911434259,95.8531498886501,101.386645556464,0.847772848009991,0,0,"relative convergence (4)"
34029,34,33144.9345215961,29023.3868281022,54.996360718095,48.3579266951991,0.801699153002251,0,0,"relative convergence (4)"
34029,35,35438.4471808545,34510.6462049622,64.5779589225968,53.7434314361193,0.459547163851104,0,0,"relative convergence (4)"
34029,36,33562.6394255,34378.078681709,96.022092255056,80.3726649379525,0.00585831991779269,0,0,"relative convergence (4)"
34029,37,31528.6087071148,32129.5705884431,709.956640643504,548.768554835923,0.00811474248308235,0,0,"relative convergence (4)"
34029,38,28970.3153932759,28953.216238912,629.615702443577,541.29619222097,0.010443198661657,0,0,"relative convergence (4)"
34029,39,29988.4548017175,28691.9874303539,250.795783503923,253.372273615645,0.11345879521591,0,0,"relative convergence (4)"
34029,40,48591.8539203112,42717.0738580544,479.765995128326,434.269974924449,0.893506372910891,0,0,"relative convergence (4)"
34029,41,68527.9176564315,65537.9251371919,59.6773216096577,55.8643252205394,0.877823244249465,0,0,"relative convergence (4)"
34029,42,73543.956473549,77727.989543218,64.0149297788691,67.672652419538,0.706966216838888,0,0,"relative convergence (4)"
34029,43,76277.8621576727,83682.3836034458,113.120449771054,137.185190267002,0.662788542701219,0,0,"relative convergence (4)"
34029,44,71606.5297257315,81266.9267237434,56.6090397597313,53.4313899478761,0.581129807123752,0,0,"relative convergence (4)"
34029,45,58970.790190362,69991.7470249138,20.6572076615065,31.1445149020128,0.00174994644516569,0,0,"relative convergence (4)"
34029,46,51921.2307370117,61475.7791107113,59.9821192845299,59.5338797558781,0.00212745745048041,0,0,"relative convergence (4)"
